HTS_Code,Description,List
0302.59.11,"Bregmacerotidae et al fish, nesoi, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers weighing < 6.8 kg",3
0302.59.50,"Bregmacerotidae fish, etc. excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers > 6.8 kg",3
0302.71.11,"Tilapias, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers weighing with their contents <6.8 kg 12 HTSUS Product Description Subheading",3
0302.71.50,"Tilapias, excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg",3
0302.72.11,"Catfish, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers weighing with their contents 6.8 kg or less",3
0302.72.50,"Catfish excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg",3
0302.73.11,"Carp, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers weighing with their contents 6.8 kg or less",3
0302.73.50,"Carp excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg",3
0302.74.00,"Eels, fresh or chilled, excluding fillets, other meat portions, livers and roes",3
0302.79.11,"Fish beginning 0302.7, nesoi, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers < 6.8 kg",3
0302.79.50,"Fish beginning 0302.7, nesoi, excl. fillets, livers & roes, fresh or chilled,not scaled,or scaled in containers>6.8 kg",3
0302.81.00,"Dogfish and other sharks, fresh or chilled, excluding fillets, livers, roes and fish meat of 0304",3
0302.82.00,"Rays & skates, excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg",3
0302.83.00,"Toothfish excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg",3
0302.84.11,"Seabass, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers weighing with their contents 6.8 kg or less",3
0302.84.50,"Seabass, excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg",3
0302.85.11,"Seabream, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers weighing with their contents 6.8 kg or less",3
0302.85.50,"Seabream, excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg",3
0302.89.11,"Fish, nesoi, excl. fillets, livers and roes, fresh or chilled, scaled, in immediate containers weighing with their contents 6.8 kg or less",3
0302.89.50,"Fish, nesoi, excl. fillets, livers & roes, fresh or chilled, not scaled, or scaled in immediate containers over 6.8 kg",3
0302.91.20,"Sturgeon Roe, fresh or chilled",3
0302.91.40,"Mullet and other fish liver and roes, fresh or chilled",3
0302.92.00,"Shark fins, fresh or chilled, excluding fillet",3
0302.99.00,"Other fish, fresh or chilled, nesoi",3
0303.11.00,"Sockeye salmon (red salmon) (Orncorhynchus nerka), frozen, excluding fillets, other meat portions, livers and roes",3
0303.12.00,"Pacific salmon, other than sockeye, frozen, excluding fillets, other meat portions, livers and roes",3
0303.13.00,"Atlantic salmon and Danube salmon, frozen, excluding livers and roes",3
0303.14.00,"Trout, frozen, excluding fillets, other meat portions, livers and roes",3
0303.19.01,"Salmonidae, other than trout or Atlantic and Danube salmon, nesoi, frozen, excluding fillets, other meat portions, livers and roes",3
0303.23.00,"Tilapias, frozen, excluding fillets, other meat portions, livers and roes 13 HTSUS Product Description Subheading",3
0303.24.00,"Catfish, frozen, excluding fillets, other meat portions, livers and roes",3
0303.25.01,"Carp, frozen excluding fillets, livers and roes",3
0303.26.00,"Eels, frozen, excluding fillets, other meat portions, livers and roes",3
0303.29.01,"Other fish in 0303.2 grouping nesoi, frozen, excluding fillets, other meat portions, livers and roes",3
0303.31.00,"Halibut and Greenland turbot, frozen, excluding fillets, other meat portions & livers and roes",3
0303.32.00,"Plaice, frozen, excluding fillets, other meat portions, livers and roes",3
0303.33.00,"Sole, frozen, excluding fillets, other meat portions, livers and roes",3
0303.34.00,"Turbots, frozen, excluding fillets, other meat portions, livers and roes",3
0303.39.01,"Flat fish, other than halibut, Greenland turbot, plaice and sole, frozen, excluding fillets, other meat portions, livers and roes",3
0303.41.00,"Albacore or longfinned tunas, frozen, excluding fillets, other meat portions, livers and roes",3
0303.42.00,"Yellowfin tunas, frozen, excluding fillets, other meat portions, livers and roes",3
0303.43.00,"Skipjack or stripe-bellied bonito, frozen, excluding fillets, other meat portions, livers and roes",3
0303.44.00,"Bigeye tunas (Thunnas obesus), frozen, excluding fillets, other meat portions, livers and roes",3
0303.45.01,"Atlantic and Pacific bluefin tunas, frozen, excluding fillets, other meat portions, livers and roes",3
0303.46.00,"Southern bluefin tunas (Thunnas maccoyii), frozen, excluding fillets, other meat portions, livers and roes",3
0303.49.02,"Tunas, not elsewhere specified or included, frozen, excluding fillets, other meat portions, livers and roes",3
0303.51.00,"Herrings, frozen, excluding fillets, other meat portions, livers and roes",3
0303.53.00,"Sardines, sardinella, brisling or sprats, frozen, excluding fillets, other meat portions, livers and roes",3
0303.54.00,"Mackerel, frozen, excluding fillets, livers and roes",3
0303.55.00,"Jack & horse mackerel, frozen, excluding fillets, other meat portions, livers and roes",3
0303.56.00,"Cobia, frozen, excluding fillets, other meat portions, livers and roes",3
0303.57.00,"Swordfish steaks,other swordfish , excluding fillets, other meat portions, livers and roes",3
0303.59.00,"Other fish, frozen, excluding fillets, livers, roes and herrings",3
0303.63.00,"Cod, frozen, excluding fillets, other meat portions, livers and roes",3
0303.64.00,"Haddock, frozen, excluding fillets, other meat portions, livers and roes",3
0303.65.00,"Coalfish, frozen, excluding fillets, other meat portions, livers and roes",3
0303.66.00,"Hake, frozen, excluding fillets, other meat portions, livers and roes",3
0303.67.00,"Alaska pollack, frozen, excluding fillets, other meat portions, livers and roes",3
0303.68.00,"Blue whitings, frozen, excluding fillets, other meat portions, livers and roes",3
0303.69.00,"Other fish in Bregmacerotidae et al,etc. frozen, excluding fillets, other meat portions, livers and roes",3
0303.81.00,"Dogfish and other sharks, frozen, excluding fillets, livers, roes and fish meat of 0304",3
0303.82.00,"Rays & skates, frozen, excluding fillets, other meat portions, livers and roes",3
0303.83.00,"Toothfish excluding fillets, other meat portions, livers and roes",3
0303.84.00,"Sea bass, frozen, excluding fillets, other meat portions, livers and roes 14 HTSUS Product Description Subheading",3
0303.89.00,"Smelts, cusk, pollock, shad, sturgeon, atkafish, fresh-water fish,etc. frozen, excluding fillets, other meat portions, livers and roes",3
0303.91.20,"Sturgeon roe, frozen",3
0303.91.40,"Herring, salmon, alaskan pollock, mullet, other fist liver and roes, frozen",3
0303.92.00,"Shark fins excluding fillets, frozen",3
0303.99.00,"Other fish, frozen, nesoi",3
0304.31.00,"Tilapias, fillets, fresh or chilled",3
0304.32.00,"Catfish, fillets, fresh or chilled",3
0304.33.00,"Nile perch, fillets, fresh or chilled",3
0304.39.00,"Eels or snakeheads, fillets, fresh or chilled",3
0304.41.00,"Salmon fillets, fresh or chilled",3
0304.42.00,"Trout, fillets, fresh or chilled",3
0304.43.00,"""Flat fish"" , sole, plaice, etc. fillets, fresh or chilled",3
0304.44.00,"Bregamacerotidae & like fish, fillets, fresh or chilled",3
0304.45.00,Fresh or chilled swordfish fillets,3
0304.46.00,Fresh or chilled toothfish fillets,3
0304.47.00,"Dogfish and other shark fillets, frozen or chilled",3
0304.48.00,"Ray and skate fillets, fresh or chilled",3
0304.49.01,"Pike, pickerel, whitefish, tilapia, perch, cusk, other fish fillets, fresh or chilled",3
0304.51.01,"Tilapias, catfish, carp, eels, nile perch, snakeheads, other than fillets, fresh or chilled",3
0304.52.00,"Salmonidae, other than fillets, fresh or chilled",3
0304.53.00,"Bregmacerotidae and other fish, nesoi, other than fillets, fresh or chilled",3
0304.54.00,Fresh or chilled swordfish other than fillets,3
0304.55.00,Fresh or chilled toothfish other than fillets,3
0304.56.00,"Dogfish and other sharks, fresh or chilled",3
0304.57.00,"Rays and skates, fresh or chilled",3
0304.59.00,"Other fish, nesoi, other than fillets, fresh or chilled",3
0304.61.00,Frozen tilapia fillets,3
0304.62.00,Frozen catfish fillets,3
0304.63.00,Frozen Nile perch fillets,3
0304.69.00,Frozen eel & snakehead fillets,3
0304.71.10,"Frozen cod fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension",3
0304.71.50,"Fillets, frozen, of cod, other than above",3
0304.72.10,"Frozen haddock fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension",3
0304.72.50,"Fillets, frozen, of haddock, other than above",3
0304.73.10,"Frozen coalfish fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension",3
0304.73.50,Other coalfish fillets,3
0304.74.10,"Frozen hake fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension",3
0304.74.50,"Fillets, frozen, of hake",3
0304.75.10,"Frozen Alaska pollack fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut",3
0304.75.50,"Fillets, frozen, of Alaska pollock, other than above 15 HTSUS Product Description Subheading",3
0304.79.10,"Frozen Bregmacerotidae et al fish fillets,nesoi, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces",3
0304.79.50,"Frozen fillets of other fresh-water fish, flat fish, etc., nesoi, other than above",3
0304.81.10,"Frozen salmon fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight",3
0304.81.50,Other frozen salmon fillets,3
0304.82.10,"Frozen trout fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension",3
0304.82.50,"Frozen trout fillets, other than above",3
0304.83.10,"Frozen ""flat fish"" fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension",3
0304.83.50,"Frozen ""other flat fish"" fillets, other than above",3
0304.84.00,Frozen swordfish fillets,3
0304.85.00,Frozen toothfish fillets,3
0304.86.00,Frozen herring fillets,3
0304.87.00,Frozen tuna fillets,3
0304.88.00,"Dogfish, other shark, ray and skate fillets, frozen",3
0304.89.10,"Other frozen fish fillets, skinned, in blocks weighing over 4.5 kg, to be minced, ground or cut into pieces of uniform weight and dimension",3
0304.89.50,"Other frozen fish fillets, other than above",3
0304.91.10,"Chilled or Frozen Swordfish fillets, in bulk or in immediate containers weighing with their contents over 6.8 kg each",3
0304.91.90,"Chilled or Frozen Swordfish Fillets,nesoi",3
0304.92.10,"Chilled or Frozen Toothfish fillets, in bulk or in immediate containers weighing with their contents over 6.8 kg each",3
0304.92.90,"Chilled or Frozen Toothfish Fillets,nesoi",3
0304.93.10,"Chilled or Frozen tilapia & like fillets,nesoi, in bulk or in immediate containers weighing > 6.8 kg each",3
0304.93.90,"Tilapias , catfish, carp, eels, nile perch & snakehead chilled or frozen fillets,nesoi",3
0304.94.10,"Alaska pollack chilled or frozen fillets,in bulk or in immediate containers weighing with their contents over 6.8 kg each",3
0304.94.90,"Alaska pollack, chilled or frozen fillets,nesoi",3
0304.95.10,"Chilled or Frozen fillets,Bregmacerotidae & like, nesoi, in bulk or in immediate containers > 6.8 kg each",3
0304.95.90,"Bregamacerotidae other fish, other than Alaska pollack, nesoi, chilled or frozen fillets,nesoi",3
0304.96.00,"Dogfish and other sharks, frozen, nesoi",3
0304.97.00,"Ray and skates, frozen, nesoi",3
0304.99.11,"Chilled or Frozen fillets,nesoi, in bulk or in immediate containers weighing with their contents over 6.8 kg each",3
0304.99.91,"Chilled or Frozen fillets,nesoi",3
0305.10.20,"Flours, meals and pellets of fish, fit for human consumption, in bulk or in immediate containers weighing with contents over 6.8 kg each",3
0305.10.40,"Flours, meals and pellets of fish, fit for human consumption, other than in bulk or immediate containers weighing contents over 6.8 kg each",3
0305.20.20,"Sturgeon roe, dried, smoked, salted or in brine 16 HTSUS Product Description Subheading",3
0305.20.40,"Fish livers and roes, other than sturgeon roe, dried, smoked, salted or in brine",3
0305.31.01,"Tilapia, catfish, carp, eel, nile perch, snakehead fillets, dried or salted in brine, but not smoked",3
0305.32.00,"""Flat fish"" fillets, nesoi, dried, salted or in brine, but not smoked",3
0305.39.20,"Fillets of herrings, dried, salted or in brine, but not smoked, in immediate containers weighing with their contents 6.8 kg or less each",3
0305.39.40,"Fillets of mackerel, dried, salted or in brine, but not smoked, in immediate containers weighing with their contents 6.8 kg or less each",3
0305.39.61,"Herring and other fist fillets, dried, salted or in brine, but not smoked",3
0305.41.00,"Smoked Pacific, Atlantic and Danube salmon, including fillets",3
0305.42.00,"Smoked herrings, including fillets",3
0305.43.00,"Smoked trout, including fillets",3
0305.44.01,"Tilapia, catfish, carp, eel, nile perch, snakehead including fillets, smoked",3
0305.49.20,"Smoked mackerel, including fillets",3
0305.49.40,"Smoked fish, including fillets, nesoi",3
0305.51.00,"Dried cod, whether or not salted but not smoked",3
0305.52.00,"Tilapia, catfish, carp, eel, nile perch, snakehead, not smoked, dried, whether or not salted",3
0305.53.00,"Fish of families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae,Melanonidae, Merlucciidae, Moridae and Muraenolepididae, dried but not smoked",3
0305.54.00,"Herrings, anchovies, sardines, sardinella, brisling or sprat, mackerel, Indian mackeral, seerfish, dried, whether or not salted, but not smoked",3
0305.59.00,"Dried fish, other than cod or shark fins, whether or not salted but not smoked",3
0305.61.20,"Herrings, in brine or salted but not dried or smoked, in immediate containers weighing with their contents 6.8 kg or less each",3
0305.61.40,"Herrings, in brine or salted but not dried or smoked, other than in immediate containers weighing with their contents 6.8 kg or less each",3
0305.62.00,"Cod, in brine or salted but not dried or smoked",3
0305.63.20,"Anchovies, in brine or salted but not dried or smoked, in immediate airtight containers weighing with their contents 6.8 kg or less each",3
0305.63.40,"Anchovies, in brine or salted but not dried or smoked, in immediate containers, nesoi, weighing with their contents 6.8 kg or less each",3
0305.63.60,"Anchovies, in brine or salted but not dried or smoked, other than in immediate containers weighing with their contents 6.8 kg or less each",3
0305.64.10,"Tilapias, catfish, carp, eel, Nile perch, or snakehead, in brine or salted but not dried or smoked, in immediate containers <6.8 kg",3
0305.64.50,"Tilapias, catfish, carp, eel, Nile perch, or snakehead, in brine or salted but not dried or smoked, other than in containers <6.8 kg",3
0305.69.10,"Cusk, haddock, hake, and pollock, in brine or salted but not dried or smoked",3
0305.69.20,"Mackerel, in brine or salted but not dried or smoked, in immediate containers weighing with their contents 6.8 kg or less each",3
0305.69.30,"Mackerel, in brine or salted but not dried or smoked, other than in immediate containers weighing with their contents 6.8 kg or less each",3
0305.69.40,"Salmon, in brine or salted but not dried or smoked",3
0305.69.50,"Fish, nesoi, in brine or salted but not dried or smoked, in immediate containers weighing with their contents 6.8 kg or less each 17 HTSUS Product Description Subheading",3
0305.69.60,"Fish, nesoi, in brine or salted but not dried or smoked, other than in immediate containers weighing with their contents 6.8 kg or less each",3
0305.71.00,"Dried shark fins, whether or not salted but not smoked",3
0305.72.00,"Fish heads, tails, and maws, whether or not salted but not smoked",3
0305.79.00,"Edible fish offal, other fish heads tails and maws or shark fins, whether or not salted but not smoked",3
0306.11.00,"Rock lobster and other sea crawfish, cooked in shell or uncooked, dried, salted or in brine, frozen",3
0306.12.00,"Lobsters excluding rock lobster, cooked in shell or uncooked, dried, salted or in brine, frozen",3
0306.14.20,"Crabmeat, frozen",3
0306.14.40,"Crabs, cooked in shell or uncooked (whether in shell or not), dried, salted or in brine, frozen",3
0306.15.00,"Norway lobsters, cooked in shell or uncooked, dried, salted or in brine, frozen",3
0306.16.00,"Cold-water shrimps and prawns, cooked in shell or uncooked, dried, salted or in brine, frozen",3
0306.17.00,"Other shrimps and prawns, cooked in shell or uncooked, dried, salted or in brine, frozen",3
0306.19.00,"Crustateans, nesoi (including flours, meals and pellets of crustaceans fit for human consumption), cooked in shell or uncooked, etc., frozen",3
0306.31.00,"Live rock lobster and other sea crawfish, frozen or chilled",3
0306.32.00,"Live lobsters (Homarus spp.), frozen or chilled, except rock lobster",3
0306.33.20,"Crabmeat, fresh or chilled",3
0306.33.40,"Live crabs, fresh or chilled, other than crabmeat",3
0306.34.00,"Live Norway lobsters, frozen or chilled",3
0306.35.00,"Cold water shrimps and prawns, shell-on or peeled, live, frozen, or chilled",3
0306.36.00,"Shrimps and prawns, other than cold water shrimp, shell-on or peeled, live, frozen or chilled",3
0306.39.00,"Flours, meals and pellets of crustaceans, fress or chilled, fit for human consumption, or other crustaceans, live, fresh or chilled",3
0306.91.00,Rock lobster and other sea crawfish nesoi,3
0306.92.00,"Lobsters (Homarus SPP.), except rock lobster nesoi",3
0306.93.20,"Crabmeat, nesoi",3
0306.93.40,"Crabs, other than crabmeat, nesoi",3
0306.94.00,"Norway lobsters (Nephrops Norvegicus), nesoi",3
0306.95.00,"Other shrimps and prawns, shell-on or peeled",3
0306.99.00,"Flours, meals and pellets of crustaceans, fit for human consumption or crustraceans nesoi",3
0307.11.00,"Oysters, whether in shell or not, live, fresh, or chilled",3
0307.12.00,"Oysters, frozen",3
0307.19.01,"Oysters, fresh or chilled",3
0307.21.00,"Scallops, including queen scallops, whether in shell or not, live, fresh or chilled",3
0307.22.00,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten, frozen",3
0307.29.01,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten, dried, salted or in brine",3
0307.31.00,"Mussels, whether in shell or not, live, fresh or chilled",3
0307.32.00,"Mussels (Mytilus Spp., Perna Spp.), frozen 18 HTSUS Product Description Subheading",3
0307.39.01,"Mussels (Mytilus Spp., Perna Spp.), dried, salted or in brine",3
0307.42.00,"Squid or cuttle fish, live, fresh or chilled",3
0307.43.00,"Squid or cuttle fish, frozen",3
0307.49.01,"Squid or cuttle fish, dried, salted or in brine",3
0307.51.00,"Octopus, live, fresh or chilled",3
0307.52.00,"Octopus, frozen",3
0307.59.01,"Octopus, dried, salted or in brine",3
0307.60.00,"Snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine",3
0307.71.00,"Clams, cockles and ark shells, whether in shell or not, live, fresh or chilled",3
0307.72.00,"Clams, cockles and ark shells, frozen",3
0307.79.01,"Clams, cockles and ark shells, dried salted or in brine",3
0307.81.00,"Abalone, whether in shell or not, live, fresh or chilled",3
0307.82.00,"Live stromboid conch, fresh or chilled",3
0307.83.00,"Abalone, including flours, meals and pellets fit for human consumption, frozen",3
0307.84.00,"Stromboid conchs (Strombus Spp.), frozen",3
0307.87.00,"Abalone, including edible flours, meals and pellets, nesoi",3
0307.88.00,"Stromboid conchs, nesoi",3
0307.91.02,"Conch and other molluscs nesoi, including flours, meals and pellets, fit for human consumption, live, fresh o chilled",3
0307.92.00,"Conch and other molluscs nesoi, including flours, meals and pellets, fit for human consumption, frozen",3
0307.99.02,"Molluscs, including flours, meals and pellets fit for human consumption, nesoi",3
0308.11.00,"Sea cucumbers, live, fresh or chilled",3
0308.12.00,Frozen sea cucumbers,3
0308.19.01,"Sea cucumbers, not frozen",3
0308.21.00,"Sea urchins, live, fresh or chilled",3
0308.22.00,Frozen sea urchins,3
0308.29.01,"Sea urchins, not frozen",3
0308.30.00,"Jellly fish, live, fresh, chilled, frozen, dried, salted smoked, or in brine",3
0308.90.00,"Other aquatic invertebrates, oth than molluscs & crustaceans, nesoi, live, fresh or chilled, dried, salted, smoked or in brine",3
0404.10.05,Whey protein concentrates,3
0404.10.08,"Modified whey (except protein conc.), subject to gen. note 15 of the HTS",3
0404.10.11,"Modified whey (except protein conc.), wheth/not conc. or sweetened, subject to add US note 10 to Ch.4",3
0404.10.15,"Modified whey (except protein conc.), wheth/not conc. or sweetened, not subject to gen. note 15 or",3
0404.10.20,"Fluid whey, whether or not concentrated or containing added sweeteners",3
0404.10.48,"Whey (except modified whey), dried, whether or not conc. or sweetened, subject to gen. note 15 of the HTS",3
0404.10.50,"Whey (except modified whey), dried, whether or not conc. or sweetened, subject to add. US note 12 to Ch. 4",3
0404.10.90,"Whey (except modified whey), dried, whether or not conc. or sweetened, not subject to gen. note 15 or add US nte 12 to Ch.4",3
0405.10.05,Butter subject to general note 15 (outside quota) 19 HTSUS Product Description Subheading,3
0405.10.10,Butter subject to quota pursuant to chapter 4 additional US note 6,3
0405.10.20,Butter not subject to general note 15 and in excess of quota in chapter 4 additional U.S. note 6,3
0407.19.00,"Birds' eggs, in shell, fertilized eggs for incubation, other than Gallus domesticus",3
0407.21.00,"Birds' eggs, in shell, other fresh, not fertilized eggs for incubation, of species Gallus domesticus",3
0407.29.00,"Birds' eggs, in shell, other fresh, not fertilized eggs for incubation, other than species Gallus domesticus",3
0407.90.00,"Birds' eggs, in shell, fresh, preserved or cooked",3
0408.11.00,"Egg yolks, dried, whether or not containing added sweeteners",3
0408.19.00,"Egg yolks, other than dried, whether or not containing added sweeteners",3
0408.99.00,"Birds' eggs, not in shell, other than dried, whether or not containing added sweeteners",3
0409.00.00,Natural honey,3
0410.00.00,"Edible products of animal origin, nesoi",3
0501.00.00,"Human hair, unworked, whether or not washed and scoured; waste of human hair",3
0502.10.00,"Pigs', hogs' or boars' bristles and hair and waste thereof",3
0502.90.00,"Badger hair and other brushmaking hair, nesoi, and waste thereof",3
0504.00.00,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof",3
0505.10.00,"Feathers of a kind used for stuffing, and down",3
0505.90.20,Feather meal and waste,3
0505.90.60,Skins and parts of birds with their feathers or down (except meal and waste) nesoi,3
0506.10.00,Ossein and bones treated with acid,3
0506.90.00,"Bones & horn-cores, unworked, defatted, simply prepared (but not cut to shape) or degelatinized; powder & waste of these products",3
0507.90.00,"Tortoise shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared; waste and powder",3
0508.00.00,"Coral, shells, cuttlebone and similar materials, unworked or simply prepared, but not cut to shape; powder and waste thereof",3
0510.00.40,"Cantharides; bile; glands and other animal products nesoi, used in pharmaceutical products",3
0511.10.00,Bovine semen,3
0511.91.00,"Products of fish, crustaceans, molluscs or other aquatic invertebrates nesoi; dead animals of chapter 3, unfit for human consumption",3
0511.99.20,Parings and similar waste of raw hides or skins; glue stock nesoi,3
0511.99.30,"Animal products chiefly used as food for animals or as ingredients in such food, nesoi",3
0511.99.33,"Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material",3
0511.99.36,Natural sponges of animal origin,3
0511.99.40,"Animal products nesoi; dead animals of chapter 1, unfit for human consumption",3
0703.10.20,"Onion sets, fresh or chilled",3
0703.10.30,"Pearl onions not over 16 mm in diameter, fresh or chilled",3
0703.10.40,"Onions, other than onion sets or pearl onions not over 16 mm in diameter, and shallots, fresh or chilled",3
0703.20.00,"Garlic, fresh or chilled",3
0703.90.00,"Leeks and other alliaceous vegetables nesoi, fresh or chilled 20 HTSUS Product Description Subheading",3
0704.10.20,"Cauliflower and headed broccoli, fresh or chilled, if entered June 5 to October 15, inclusive, in any year",3
0704.10.40,"Cauliflower and headed broccoli, fresh or chilled, not reduced in size, if entered Oct. 16 through June 4, inclusive",3
0704.10.60,"Cauliflower and headed broccoli, fresh or chilled, reduced in size, if entered Oct. 16 through June 4, inclusive",3
0704.90.20,"Cabbage, fresh or chilled",3
0704.90.40,"Kohlrabi, kale and similar edible brassicas nesoi, including sprouting broccoli, fresh or chilled",3
