HTS_Code,Description,List
8429.52.50,"Self-propelled machinery with a 360 degree revolving superstructure, other than backhoes, shovels, clamshells and draglines",1
8429.59.10,"Self-propelled backhoes, shovels, clamshells and draglines not with a 360 degree revolving superstructure",1
8429.59.50,"Self-propelled machinery not with a 360 degree revolving superstructure, other than backhoes, shovels, clamshells and draglines",1
8430.10.00,Pile-drivers and pile-extractors,1
8430.31.00,Self-propelled coal or rock cutters and tunneling machinery,1
8430.39.00,"Coal or rock cutters and tunneling machinery, not self-propelled",1
8430.41.00,Self-propelled boring or sinking machinery,1
8430.49.80,"Boring or sinking machinery, not self-propelled, nesoi",1
8430.50.50,"Self-propelled machinery for working earth, minerals or ores, nesoi",1
8430.61.00,"Tamping or compacting machinery, not self-propelled",1
8430.69.01,"Machinery for working earth, minerals or ores, not self-propelled, nesoi",1
8431.10.00,Parts suitable for use solely or principally with the machinery of heading 8425 HTSUS Product Description Subheading,1
8431.20.00,Parts suitable for use solely or principally with the machinery of heading 8427,1
8431.31.00,"Parts suitable for use solely or principally with passenger or freight elevators other than continuous action, skip hoists or escalators",1
8431.39.00,"Parts suitable for use solely or principally with the machinery of heading 8428, nesoi",1
8431.41.00,"Buckets, shovels, grabs and grips suitable for use solely or principally with the machinery of headings 8426, 8429, or 8430",1
8431.42.00,"Bulldozer or angledozer blades suitable for use solely or principally with the machinery of heading 8426, 8429 or 8430",1
8431.43.40,"Parts for offshore oil & natural gas, drilling and production platforms",1
8431.43.80,"Parts for boring or sinking machinery of 8430.41 or 8430.49, nesoi",1
8431.49.10,"Parts suitable for use solely or principally with the machinery of heading 8426, nesoi",1
8431.49.90,"Parts suitable for use solely or principally with the machinery of heading 8429 or 8430, nesoi",1
8432.10.00,Plows for soil preparation or cultivation,1
8432.21.00,Disc harrows for soil preparation or cultivation,1
8432.80.00,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation, nesoi; lawn or sports ground rollers",1
8432.90.00,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation; parts of lawn or sports ground rollers",1
8433.20.00,"Mowers nesoi, including cutter bars for tractor mounting",1
8433.30.00,Haymaking machinery other than mowers,1
8433.40.00,"Straw or fodder balers, including pick-up balers",1
8433.51.00,Combine harvester-threshers,1
8433.52.00,Threshing machinery other than combine harvester-threshers,1
8433.53.00,Root or tuber harvesting machines,1
8433.59.00,"Harvesting machinery or threshing machinery, nesoi",1
8433.60.00,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce",1
8433.90.50,"Parts for machinery of heading 8433, nesoi",1
8434.20.00,Dairy machinery other than milking machines,1
8434.90.00,Parts for milking machines and dairy machinery,1
8436.10.00,Machinery for preparing animal feeds,1
8436.21.00,Poultry incubators and brooders,1
8436.29.00,Poultry-keeping machinery,1
8436.80.00,"Agricultural, horticultural, forestry or bee-keeping machinery, nesoi",1
8436.91.00,Parts of poultry-keeping machinery or poultry incubators and brooders,1
8436.99.00,"Parts for agricultural, horticultural, forestry or bee-keeping machinery, nesoi",1
8437.10.00,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",1
8437.80.00,"Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm type machinery",1
8437.90.00,"Parts for machinery used in the milling industry or for cleaning, sorting, grading or working of cereals or dried leguminous vegetables",1
8438.50.00,"Machinery for the preparation of meat or poultry, nesoi",1
8438.60.00,"Machinery for the preparation of fruits, nuts or vegetables, nesoi HTSUS Product Description Subheading",1
8438.80.00,"Machinery for the industrial preparation or manufacture of food or drink, nesoi",1
8438.90.90,"Parts of machinery for the industrial preparation or manufacture of food or drink, other than sugar manufacturing, nesoi",1
8439.10.00,Machinery for making pulp of fibrous cellulosic material,1
8439.20.00,Machinery for making paper or paperboard,1
8439.30.00,Machinery for finishing paper or paperboard,1
8439.91.10,"Bed plates, roll bars and other stock-treating parts of machinery for making pulp of fibrous cellulosic materials",1
8439.91.90,"Parts of machinery for making pulp of fibrous cellulosic materials, nesoi",1
8439.99.10,Parts of machinery for making paper or paperboard,1
8439.99.50,Parts of machinery for finishing paper or paperboard,1
8441.20.00,"Machines for making bags, sacks or envelopes of paper pulp, paper or paperboard",1
8441.30.00,"Machines for making cartons, boxes, cases, tubes, drums or similar containers, other than by molding, of paper pulp, paper or paperboard",1
8441.40.00,"Machines for molding articles in paper pulp, paper or paperboard",1
8441.80.00,"Machinery for making up paper pulp, paper or paperboard, nesoi",1
8441.90.00,"Parts for machinery used in making up paper pulp, paper or paperboard, including cutting machines",1
8442.30.01,"Machinery, apparatus and equipment of heading 8442",1
8442.40.00,"Parts of the machinery, apparatus or equipment of subheadings 8442.10, 8442.20 and 8442.30",1
8443.11.10,"Reel-fed offset printing machinery, double-width newspaper printing presses",1
8443.11.50,"Reel-fed offset printing machinery, other than double-width newspaper printing presses",1
8443.12.00,"Sheet-fed offset printing machinery, office type (sheet size not exceeding 22 X 36 cm)",1
8443.13.00,"Offset printing machinery, nesoi",1
8443.14.00,"Letterpress printing machinery, excluding flexographic printing, reel-fed",1
8443.17.00,Gravure printing machinery,1
8443.19.30,"Printing machinery, nesoi",1
8443.91.10,Machines for uses ancillary to printing,1
8443.99.20,Parts of printer units of subheading,1
8443.32.10,specified in additional U.S. note 2 to this chapter,1
8443.99.45,Parts and accessories of copying machines; nesoi,1
8444.00.00,"Machines for extruding, drawing, texturing or cutting man-made textile materials",1
8454.10.00,Converters of a kind used in metallurgy or in metal foundries,1
8454.30.00,"Casting machines, of a kind used in metallurgy or in metal foundries",1
8454.90.00,"Parts of converters, ladles, ingot molds and casting machines, of a kind used in metallurgy or in metal foundries",1
8455.10.00,Metal-rolling tube mills,1
8455.21.00,"Metal-rolling mills, other than tube mills, hot or combination hot and cold",1
8455.22.00,"Metal-rolling mills, other than tube mills, cold",1
8455.30.00,Rolls for metal-rolling mills,1
8455.90.80,"Parts for metal-rolling mills, other than rolls, nesoi HTSUS Product Description Subheading",1
8456.11.10,"Machine tools operated by laser, for working metal",1
8456.11.70,"Machine tools operated by laser, of a kind used solely or principally for manufacture of printed circuits",1
8456.11.90,"Machine tools operated by laser, nesoi",1
8456.12.10,"Machine tools operated by light or photon beam processes, for working metal",1
8456.12.70,"Machine tools operated by light or photon beam processes, of a kind used solely or principally for the manufacture of printed circuits",1
8456.12.90,"Machine tools operated by light or photon beam processes, nesoi",1
8456.20.10,"Machine tools operated by ultrasonic processes, for working metal",1
8456.20.50,"Machine tools operated by ultrasonic processes, other than for working metal",1
8456.30.10,"Machine tools operated by electro-discharge processes, for working metal",1
8456.30.50,"Machine tools operated by electro-discharge processes, other than for working metal",1
8456.40.10,"Machine tools operated by plasma arc process, for working metal",1
8456.40.90,"Machine tools operated by plasma arc process, other than for working metal",1
8456.50.00,Water-jet cutting machines,1
8456.90.31,"Machine tools operated by electro-chemical or ionic-beam processes, for working metal",1
8456.90.71,"Machine tools operated by electro-chemical or ionic-beam processes, other than for working metal",1
8457.10.00,Machining centers for working metal,1
8457.20.00,"Unit construction machines (single station), for working metal",1
8457.30.00,Multistation transfer machines for working metal,1
8458.11.00,"Horizontal lathes (including turning centers) for removing metal, numerically controlled",1
8458.19.00,"Horizontal lathes (including turning centers) for removing metal, other than numerically controlled",1
8458.91.10,"Vertical turret lathes (including turning centers) for removing metal, numerically controlled",1
8458.91.50,"Lathes (including turning centers), other than horizontal or vertical turret lathes, for removing metal, numerically controlled",1
8458.99.10,"Vertical turret lathes (including turning centers) for removing metal, other than numerically controlled",1
8458.99.50,"Lathes (including turning centers), other than horizontal or vertical turret lathes, for removing metal, other than numerically controlled",1
8459.10.00,"Way-type unit head machines for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading 8458",1
8459.21.00,"Drilling machines, numerically controlled, nesoi",1
8459.31.00,"Boring-milling machines, numerically controlled, nesoi",1
8459.39.00,"Boring-milling machines, other than numerically controlled, nesoi",1
8459.41.00,"Boring machines, numerically controlled, nesoi",1
8459.49.00,"Boring machines, not numerically controlled, nesoi",1
8459.51.00,"Milling machines, knee type, numerically controlled, nesoi",1
8459.61.00,"Milling machines, other than knee type, numerically controlled, nesoi HTSUS Product Description Subheading",1
8459.69.00,"Milling machines, other than knee type, other than numerically controlled, nesoi",1
8459.70.40,"Other threading or tapping machines, numerically controlled",1
8459.70.80,Other threading or tapping machines nesoi,1
8460.12.00,"Flat-surface grinding machines, numerically controlled",1
8460.19.01,"Flat-surface grinding machines, not numerically controlled",1
8460.22.00,"Centerless grinding machines, numerically controlled",1
8460.23.00,"Other cylindrical grinding machines, numerically controlled",1
8460.24.00,"Other grinding machines, numerically controlled",1
8460.29.01,"Other grinding machines, other than numerically controlled",1
8460.31.00,"Sharpening (tool or cutter grinding) machines for working metal or cermets, numerically controlled",1
8460.40.40,"Honing or lapping machines for working metal or cermets, numerically controlled",1
8460.40.80,"Honing or lapping machines for working metal or cermets, other than numerically controlled",1
8460.90.40,"Other machine tools for deburring, polishing or otherwise finishing metal or cermets, nesoi, numerically controlled",1
8460.90.80,"Other machine tools for deburring, polishing or otherwise finishing metal or cermets, nesoi, other than numerically controlled",1
8461.20.40,"Shaping or slotting machines for working by removing metal or cermets, numerically controlled",1
8461.20.80,"Shaping or slotting machines for working by removing metal or cermets, other than numerically controlled",1
8461.30.40,"Broaching machines for working by removing metal or cermets, numerically controlled",1
8461.30.80,"Broaching machines for working by removing metal or cermets, other than numerically controlled",1
8461.40.10,Gear cutting machines for working by removing metal or cermets,1
8461.40.50,Gear grinding or finishing machines for working by removing metal or cermets,1
8461.50.40,"Sawing or cutting-off machines for working by removing metal or cermets, numerically controlled",1
8461.90.30,"Machine-tools for working by removing metal or cermets, nesoi, numerically controlled",1
8461.90.60,"Machine-tools for working by removing metal or cermets, nesoi, other than numerically controlled",1
8462.10.00,Forging or die-stamping machines (including presses) and hammers,1
8462.21.00,"Bending, folding, straightening or flattening machines (including presses) numerically controlled for working metal or metal carbides",1
8462.29.00,"Bending, folding, straightening or flattening machines (including presses) not numerically controlled for working metal or metal carbides",1
8462.31.00,"Shearing machines (incl. presses), excl. combined punching & shearing machines, numerically controlled for working metal or metal carbides",1
8462.39.00,"Shearing machines (incl. presses), excl. combined punch & shearing machines, nt numerically controlled for working metal or metal carbides HTSUS Product Description Subheading",1
8462.41.00,"Punch/notch machines (incl. presses), incl. combined punch & shearing machines, numerically controlled for working metal or metal carbides",1
8462.49.00,"Punch/notch machines (incl. presses), incl. combined punch & shear machines, not numerically controlled for working metal or metal carbides",1
8462.91.40,"Hydraulic presses, numerically controlled",1
8462.91.80,"Hydraulic presses, not numerically controlled",1
8462.99.40,"Machine tools (including nonhydraulic presses) for working metal or metal carbides, nesoi, numerically controlled",1
8462.99.80,"Machine tools (including nonhydraulic presses) for working metal or metal carbides, nesoi, not numerically controlled",1
8463.10.00,"Draw-benches for bars, tubes, profiles, wire or the like, for working metal or cermets, without removing material",1
8463.20.00,"Thread rolling machines for working metal or cermets, without removing material",1
8463.30.00,"Machines for working wire of metal or cermets, without removing material",1
8463.90.00,"Machine tools for working metal or cermets, without removing material, nesoi",1
8464.20.01,"Grinding or polishing machines for working stone, ceramics, concrete, asbestos- cement or like mineral materials, or glass, nesoi",1
8464.90.01,"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass, nesoi",1
8465.10.00,Machines for working certain hard materials which can carry out different types of machining operations w/o tool change between operations,1
8465.92.00,"Planing, milling or molding (by cutting) machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",1
8465.93.00,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",1
8465.94.00,"Bending or assembling machines for working wood, cork, bone hard rubber, hard plastics or similar hard materials",1
8465.99.02,"Machine tools for working wood, cork, bone, hard rubber, hard plastics and similar hard materials, nesoi",1
8466.10.01,"Tool holders and self-opening dieheads for use solely or principally with machines of headings 8456 to 8465, nesoi",1
8466.20.10,Work holders for machine tools used in cutting gears,1
8466.20.80,"Work holders for machine tools other than those used in cutting gears, nesoi",1
8466.30.10,Dividing heads for use solely or principally for machine tools of headings 8456 to 8465,1
8466.30.60,"Special attachments (which are machines) use solely or principally for machines of heading 8456 to 8465, excluding dividing heads, nesoi",1
8466.91.50,"Parts and accessories nesoi, for machines of heading 8464",1
8466.92.10,"Cast-iron parts not advanced beyond cleaning and specifically machined, for machines of heading 8465",1
8466.92.50,"Parts and accessories nesoi, for machines of heading 8465",1
8466.93.11,Certain parts for water-jet cutting machines,1
8466.93.30,Certain specified parts and accessories of metal working machine tools for cutting gears,1
8466.93.53,"Certain specified parts and accessories for machines of heading 8456 to 8461, nesoi HTSUS Product Description Subheading",1
8466.93.60,"Other cast-iron parts not advanced beyond cleaning and specifically machined, for metalworking machine tools for cutting, etc.",1
8466.93.75,Other parts and accessories of metal working machine tools for cutting gears,1
8466.93.96,"Parts & accessories for machines of heading 8456 to 8461 used to make printed circuits or PCAs, parts of heading 8517 or computers",1
8466.93.98,"Other parts and accessories for machines of heading 8456 to 8461, nesoi",1
8466.94.20,"Certain specified cast-iron parts not advanced beyond cleaning and specifically machined, for machines of heading 8462 or 8463",1
8466.94.40,"Other cast-iron parts not advanced beyond cleaning and specifically machined, for machines of heading 8462 or 8463",1
8466.94.65,"Other specified parts and accessories for machines of heading 8462 or 8463, nesoi",1
8466.94.85,"Other parts and accessories for machines of heading 8462 or 8463, nesoi",1
8467.11.10,"Tools for working in the hand, pneumatic, rotary type, suitable for metal working",1
8467.11.50,"Tools for working in the hand, pneumatic, rotary type, other than suitable for metal working",1
8468.20.50,"Gas-operated machinery, apparatus and appliances, not hand-directed or -controlled, used for soldering, brazing, welding or tempering, nesoi",1
8468.80.50,"Machinery and apparatus other than hand-directed or -controlled, used for soldering, brazing or welding, not gas-operated",1
8471.70.30,"ADP magnetic disk drive storage units, disk dia. ov 21 cm, nesoi, not entered with the rest of a system",1
8471.70.40,"ADP magnetic disk drive storage units, disk dia. n/ov 21 cm, not in cabinet, w/o attached external power supply, n/entered w/rest of a system",1
8471.70.60,"ADP storage units other than magnetic disk, not in cabinets for placing on a table, etc., not entered with the rest of a system",1
8471.70.90,"ADP storage units other than magnetic disk drive units, nesoi, not entered with the rest of a system",1
8473.30.20,"Parts and accessories of the ADP machines of heading 8471, not incorporating a CRT, parts and accessories of printed circuit assemblies",1
8473.40.10,Printed circuit assemblies for automatic teller machines of subheading,1
8472.90.10,"8473.40.86 Other parts and accessories of machines of heading 8472, nesoi",1
8473.50.30,Printed circuit assemblies suitable for use with machines of two or more of the headings 8469 to 8472,1
8474.10.00,"Sorting, screening, separating or washing machines for earth, stones, ores or other mineral substances in solid form",1
8474.20.00,"Crushing or grinding machines for earth, stones, ores or other mineral substances",1
8474.31.00,Concrete or mortar mixers,1
8474.32.00,Machines for mixing mineral substances with bitumen,1
8474.39.00,"Mixing or kneading machines for earth, stones, ores or other mineral substances, nesoi",1
8474.80.00,"Machinery for agglomerating, shaping or molding solid mineral fuels, or other mineral products; machines for forming sand foundry molds",1
8474.90.00,Parts for the machinery of heading 8474 HTSUS Product Description Subheading,1
8475.10.00,"Machines for assembling electric or electronic lamps, tubes or flashbulbs, in glass envelopes",1
8475.21.00,Machines for making glass optical fibers and preforms thereof,1
8475.90.10,"Parts of machines for assembling electric or electronic lamps, tubes or flashbulbs, in glass envelopes",1
8475.90.90,Parts of machines for manufacturing or hot working glass or glassware,1
8477.10.30,Injection-molding machines for manufacturing shoes of rubber or plastics,1
8477.10.40,Injection-molding machines for use in the manufacture of video laser discs,1
8477.10.90,"Injection-molding machines of a type used for working or manufacturing products from rubber or plastics, nesoi",1
8477.20.00,"Extruders for working rubber or plastics or for the manufacture of products from these materials, nesoi",1
8477.30.00,Blow-molding machines for working rubber or plastics or for the manufacture of products from these materials,1
8477.40.01,"Vacuum-molding and other thermoforming machines for working rubber or plastics or for manufacture of products from these materials, nesoi",1
8477.51.00,Machinery for molding or retreading pneumatic tires or for molding or otherwise forming inner tubes,1
8477.80.00,"Machinery for working rubber or plastics or for the manufacture of products from these materials, nesoi",1
8477.90.25,"Base, bed, platen and specified parts of machinery for working rubber or plastics or for manufacture of products from these material, nesoi",1
8477.90.45,"Barrel screws of machinery for working rubber or plastics or for the manufacture of products from these materials, nesoi",1
8477.90.65,"Hydraulic assemblies of machinery for working rubber or plastics or for the manufacture of products from these materials, nesoi",1
8477.90.85,"Parts of machinery for working rubber or plastics or for the manufacture of products from these materials, nesoi",1
8479.10.00,"Machinery for public works, building or the like, nesoi",1
8479.20.00,"Machinery for the extraction or preparation of animal or fixed vegetable fats or oils, nesoi",1
